webid,datetime,os,browser,response_time_ms,product,url
R_18,2019-08-19 12:58:59,win7,Mobile,601,Accessories,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/accounts.json
W_33,2019-08-19 12:59:22,win7,Chrome,540,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/js/analytics/data/hooks.js
W_19,2019-08-19 01:00:10,win7,Chrome,3014,Fashion,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/dom/body/dimensions.js
W_53,2019-08-19 01:00:27,win7,Chrome,5843,Accessories,https://static.ucshoppingcdn.com/web/library/blue-view/dist/blue-view/2.8.1/js/main.js
R_47,2019-08-19 01:00:29,win7,Chrome,2618,Shoes,https://www.ucshopping.com/apps/services/tags/https/cards.ucshopping.com/AccountSelect.aspx
W_38,2019-08-19 01:00:35,win7,Firefox,5014,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/payMultipleBills/js/main.js
W_72,2019-08-19 01:00:44,win7,IE,1445,Sports,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/main-ver.js
S_26,2019-08-19 01:01:08,xp,Chrome,7223,Sports,https://static.ucshoppingcdn.com/content/card/logo.json/0459-1868.json
R_38,2019-08-19 01:01:49,win7,Firefox,993,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
S_3,2019-08-19 01:01:52,Mac,Chrome,4726,Sports,https://rrc.rlcdn.com/395556.gif
W_67,2019-08-19 01:02:02,win7,Chrome,5502,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/misc/js/main.js
R_69,2019-08-19 01:02:02,win7,Chrome,2385,Sports,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/site.min.css
R_77,2019-08-19 01:03:10,xp,Firefox,1983,Sports,https://aa.agkn.com/adscores/g.pixel
R_41,2019-08-19 01:03:46,win7,Mobile,4931,Fashion,https://rc.rlcdn.com/395556.gif
R_9,2019-08-19 01:03:58,linux,Mobile,6364,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
W_35,2019-08-19 01:04:02,win7,Chrome,4984,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/logonbox/assets/logonbox.css
W_98,2019-08-19 01:04:09,win7,Firefox,3202,Accessories,https://ucshoppingonline.ucshopping.com/js/NisiUtils.js
S_40,2019-08-19 01:04:11,xp,IE,882,Fashion,https://static.ucshoppingcdn.com/content/card/logo.json/0478-6621.json
W_67,2019-08-19 01:04:16,win7,Firefox,1473,Accessories,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/convoDeck.json
R_84,2019-08-19 01:04:46,win8,IE,819,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=107095461
W_68,2019-08-19 01:05:35,win7,Mobile,4021,Accessories,https://poc.clixmetrix.com/B25E/3C6019F542CACC160CBD070CA2ED7FC9A3360CC1/user-prefs.js;jsessionid=5ACDB22A18339328BC49A678223DC152
R_43,2019-08-19 01:06:17,Mac,IE,1707,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/accounts.json
S_60,2019-08-19 01:06:20,win7,Mobile,5004,Sports,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
W_18,2019-08-19 01:06:43,win7,Chrome,4754,Fashion,https://static.ucshoppingcdn.com/content/legal-disclaimers/digital-ui/en/categories/box-disclaimers.json
W_92,2019-08-19 01:06:46,Mac,Chrome,1833,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/markets.json
W_18,2019-08-19 01:07:01,xp,Chrome,3095,Shoes,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
S_76,2019-08-19 01:07:05,win7,Mobile,4391,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/women-money-katherine-858x483.jpg
W_38,2019-08-19 01:07:18,win7,Safari,7056,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/markets/js/main.js
W_99,2019-08-19 01:07:34,Mac,Firefox,3264,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/payMultipleBills/js/main.js
W_99,2019-08-19 01:08:04,win7,IE,3232,Sports,https://rf15.ucshopping.com/meta
S_10,2019-08-19 01:09:18,win7,Firefox,5393,Fashion,https://ucshoppingonline.ucshopping.com/Themes/default-col/css/style_new.css
W_90,2019-08-19 01:09:37,win7,IE,9513,Fashion,https://rf15.ucshopping.com/cx
W_67,2019-08-19 01:09:39,win7,Safari,8381,Shoes,https://sites.ucshopping.com/services/creatives/private/native-dynamic-ads.json/content/Creatives/Private/NativeBanner/2017/CorpShared/49635_paperless_defaultnativebanner3559.json
R_41,2019-08-19 01:10:23,win7,Firefox,6076,Shoes,https://www.ucshopping.com/apps/ucshopping/clientlibs/foundation/scripts/Personalization.js
W_93,2019-08-19 01:11:06,win7,Chrome,1977,Fashion,https://rf15.ucshopping.com/ws/15629/cx
W_87,2019-08-19 01:11:13,win7,Firefox,3961,Shoes,https://www.google.com/ads/user-lists/1036322744/
R_58,2019-08-19 01:11:18,win8,Firefox,6817,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/boot.js
W_24,2019-08-19 01:11:41,linux,IE,2826,Accessories,https://rf15.ucshopping.com/meta
R_38,2019-08-19 01:11:55,win7,Chrome,1894,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/blue-ui/dist/blue-ui/js/main.js
W_3,2019-08-19 01:12:12,xp,Safari,6153,Sports,https://aa.agkn.com/adscores/g.pixel
W_44,2019-08-19 01:12:24,Mac,Chrome,855,Accessories,https://secure07c.ucshopping.com/web/auth/dashboard#/dashboard/index
S_94,2019-08-19 01:12:33,win7,Chrome,8762,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/logon/assets/logon.css
W_37,2019-08-19 01:12:43,xp,Opera,6809,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/js/analytics/data/hooks.js
W_68,2019-08-19 01:12:44,win7,Firefox,2658,Fashion,https://static.ucshoppingcdn.com/content/carousels/digital-ui/en/help-and-support.json
S_52,2019-08-19 01:12:54,Mac,Chrome,6319,Fashion,https://static.ucshoppingcdn.com/content/card/benefits-center/en/list.json
R_25,2019-08-19 01:13:00,win8,Firefox,1696,Accessories,https://sites.ucshopping.com/apps/campaignmanagement/clientlibs/slotplacement/js/slotplacement.min.js
W_60,2019-08-19 01:13:11,win7,Firefox,851,Fashion,https://sites.ucshopping.com/content/services/structured-image/image.banner.jpg/XCRT/Native/Banner/2017/49635_IC1610_Paperless_Native_Banner_90x90_050317.jpg
W_48,2019-08-19 01:14:21,xp,Chrome,3651,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/logon/assets/logon.css
R_85,2019-08-19 01:14:36,win7,Chrome,4590,Fashion,https://rf15.ucshopping.com/meta
R_35,2019-08-19 01:14:50,linux,Mobile,6341,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;type=cpcod356;cat=cpcch0;u1=;u2=;u3=20C73196C512F020;u8=;u20=;ord=339580418
W_79,2019-08-19 01:14:53,win7,Chrome,1315,Shoes,https://static.ucshoppingcdn.com/content/carousels/digital-ui/en/help-and-support.json
R_30,2019-08-19 01:14:54,win7,Chrome,6787,Shoes,https://sites.ucshopping.com/content/services/structured-image/image.desktop.jpg/XCRT/Triplets/2017/Auto/A50759_IC3117_CAD_Phase2B_Triplet_384x216.jpg
W_47,2019-08-19 01:14:59,win7,Chrome,562,Accessories,https://sites.ucshopping.com/content/services/structured-image/image.banner.jpg/XCRT/Native/Banner/2017/49635_IC1610_Paperless_Native_Banner_90x90_050317.jpg
W_88,2019-08-19 01:15:02,win8,Firefox,2067,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/assets/dashboard.css
R_29,2019-08-19 01:15:36,win7,IE,1305,Shoes,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/main-ver.js
W_69,2019-08-19 01:15:48,win7,Chrome,2023,Sports,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/main-ver.js
R_85,2019-08-19 01:16:01,win7,Chrome,3324,Shoes,https://static.ucshoppingcdn.com/content/card/logo.gif/0510-6654.gif
W_64,2019-08-19 01:16:11,win8,Firefox,4278,Shoes,https://resources.ucshopping.com/commonui/images/select-dropdown.png
W_53,2019-08-19 01:17:04,win7,Chrome,4695,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/js/analytics/data/hooks.js
W_4,2019-08-19 01:17:31,linux,IE,1546,Sports,https://ad.doubleclick.net/activity;dc_pre=CIvtr-3hoNYCFcevZAodgmkI_Q;src=2739079;type=ucshopping107;cat=inici575;ord=304051156
R_69,2019-08-19 01:18:07,Mac,Chrome,4954,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CNrU1c_hoNYCFc6SZAodKH8LoQ;type=cpcod356;cat=cpcch0;u1=;u2=;u3=20C73196C512F020;u8=;u20=;ord=339580418
R_38,2019-08-19 01:18:10,win7,IE,4659,Fashion,https://mfasa.ucshopping.com/auth/js/jquery-1.9.1.min.js
R_28,2019-08-19 01:18:24,win8,Chrome,3852,Accessories,https://idsync.rlcdn.com/360787.gif
W_10,2019-08-19 01:18:40,win7,IE,3470,Sports,https://static.ucshoppingcdn.com/content/dam/cpo-static/fonts/opensans-regular.woff
W_59,2019-08-19 01:19:00,win7,IE,8631,Sports,https://ad.doubleclick.net/activity;dc_pre=COrL2_zhoNYCFUr2ZAodSGQMJg;src=2739079;type=ucshopping107;cat=inici575;ord=851070895
W_41,2019-08-19 01:19:22,win8,Chrome,1913,Shoes,https://rf15.ucshopping.com/meta
W_73,2019-08-19 01:19:45,win7,Mobile,4954,Fashion,https://s.xp1.ru4.com/activity
W_5,2019-08-19 01:19:47,win8,Chrome,3196,Fashion,https://static.ucshoppingcdn.com/content/dam/cpo-static/images/ucshopping-octogon-black.png
W_97,2019-08-19 01:20:21,win7,Mobile,1680,Fashion,https://ad.doubleclick.net/activity;dc_pre=COLNkuvhoNYCFQvuZAodDC4DYg;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=782673174
W_56,2019-08-19 01:20:28,Mac,Chrome,5311,Shoes,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/logon.json
W_15,2019-08-19 01:20:29,win7,Mobile,1190,Accessories,https://ucshoppingonline.ucshopping.com/Themes/default-col/css/style_new.css
S_90,2019-08-19 01:21:16,xp,Chrome,1795,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/assets/dashboard.css
S_78,2019-08-19 01:21:25,win7,Firefox,5575,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop-small.jpg/videos/thumbnail/video-thumbnail-accounts-2560x1440.jpg
R_19,2019-08-19 01:21:33,xp,Firefox,6973,Sports,https://rf15.ucshopping.com/meta
R_79,2019-08-19 01:24:41,linux,IE,4541,Fashion,https://static.ucshoppingcdn.com/content/card/logo.json/0459-1868.json
W_13,2019-08-19 01:25:02,win7,Mobile,1646,Shoes,https://secure07c.ucshopping.com/events/dtagent6322__1016.js
R_25,2019-08-19 01:25:22,win7,Firefox,3569,Shoes,https://rf15.ucshopping.com/activity
W_92,2019-08-19 01:25:26,xp,Chrome,1400,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/interstitial/js/main.js
W_83,2019-08-19 01:25:36,win7,Mobile,3057,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/profile.json
W_50,2019-08-19 01:26:24,win7,Mobile,3506,Sports,https://static.ucshoppingcdn.com/content/card/logo.json/0459-1868.json
W_52,2019-08-19 01:26:51,win8,IE,5788,Sports,https://static.ucshoppingcdn.com/content/card/logo.json/0478-6621.json
R_73,2019-08-19 01:26:59,win7,Chrome,692,Accessories,https://ucshoppingonline.ucshopping.com/Themes/guest/css/style_new.css
W_52,2019-08-19 01:27:52,win7,Firefox,1954,Accessories,https://www.ucshopping.com/apps/services/tags/https/cards.ucshopping.com/AccountSelect.aspx
W_96,2019-08-19 01:28:16,win7,Firefox,2584,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop-small.jpg/videos/thumbnail/video-thumbnail-personas-2560x1440.jpg
S_20,2019-08-19 01:28:18,Mac,Chrome,1649,Sports,https://www.ucshopping.com/apps/services/tagmanager/cpo/intercept/intercept/updateMyIncome/requestUpdateMyIncome
W_60,2019-08-19 01:28:30,win8,Mobile,716,Shoes,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/blue-ui.min.css
R_69,2019-08-19 01:28:52,win7,Chrome,1966,Sports,https://aa.agkn.com/adscores/g.pixel
R_87,2019-08-19 01:28:56,win7,Firefox,8550,Fashion,https://www.ucshopping.com/online/includes/javascript/jquery-1.6.4.min.js
W_65,2019-08-19 01:29:49,win7,Chrome,1108,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/main.js
R_77,2019-08-19 01:29:51,win7,Chrome,7073,Shoes,https://static.ucshoppingcdn.com/content/geo-images/images/background.desktop.day.8.jpeg
W_53,2019-08-19 01:30:00,linux,Chrome,872,Shoes,https://static.ucshoppingcdn.com/content/card/logo.json/0459-1868.json
W_63,2019-08-19 01:30:01,win7,Safari,3211,Accessories,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop-small.jpg/videos/thumbnail/video-thumbnail-personas-2560x1440.jpg
W_91,2019-08-19 01:30:29,win7,IE,6997,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/essential_retirement_strategies.jpg
W_3,2019-08-19 01:30:32,Mac,Chrome,3097,Sports,https://ad.doubleclick.net/activity;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=739323706
W_65,2019-08-19 01:30:57,win7,Firefox,2916,Sports,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
R_32,2019-08-19 01:31:09,win7,Chrome,1398,Shoes,https://secure07c.ucshopping.com/events/dtagent6322__1016.js
R_1,2019-08-19 01:31:20,win7,Firefox,1565,Sports,https://s.xp1.ru4.com/activity
R_12,2019-08-19 01:31:25,xp,Firefox,8821,Shoes,https://resources.ucshopping.com/commonui/stylesheets/global_megamenu_nisi1.css
W_25,2019-08-19 01:31:50,win7,Mobile,6604,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/fonts/video-icon.ttf
S_13,2019-08-19 01:31:58,win7,IE,5626,Fashion,https://rf15.ucshopping.com/activity
W_68,2019-08-19 01:32:43,linux,Chrome,3528,Sports,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/fonts/opensans-light.woff
S_17,2019-08-19 01:32:49,linux,IE,730,Sports,https://analytics.twitter.com/i/adsct
R_54,2019-08-19 01:32:52,win7,Mobile,2745,Shoes,https://rf15.ucshopping.com/activity
S_63,2019-08-19 01:33:30,win7,Chrome,689,Accessories,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/main-ver.js
W_98,2019-08-19 01:33:44,win7,Firefox,6642,Sports,https://sites.ucshopping.com/content/services/structured-image/image.banner.jpg/XCRT/Native/Banner/2017/49635_IC1610_Paperless_Native_Banner_90x90_050317.jpg
W_47,2019-08-19 01:33:50,win7,Chrome,1542,Sports,https://ucshoppingonline.ucshopping.com/js/workflow.js
W_90,2019-08-19 01:34:01,Mac,Chrome,6029,Shoes,https://sites.ucshopping.com/services/creatives/private/native-dynamic-ads.json/content/Creatives/Private/NativeBanner/2017/Card/Multi-Card/50755_static_augustincomecapturenativebancwo5682.json
S_92,2019-08-19 01:34:25,win8,Chrome,1329,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/accounts/lib/format.js
W_24,2019-08-19 01:34:29,win7,IE,1981,Shoes,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CI6fsO3hoNYCFU6-ZAodk2MAcw;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=110566402
W_32,2019-08-19 01:34:57,Mac,Chrome,3769,Sports,https://static.ucshoppingcdn.com/content/thought-leadership/digital-ui/en/categories.menu.json/CCI/BAC.json
W_61,2019-08-19 01:34:59,nt,Safari,2436,Accessories,https://www.ucshopping.com/content/ucshopping-ux/en/structured/module/geoimage/ad-geo/_jcr_content/module.html
R_17,2019-08-19 01:35:33,win7,Chrome,2401,Sports,https://static.ucshoppingcdn.com/content/dam/cpo-static/fonts/opensans-semibold.woff
R_69,2019-08-19 01:35:34,win7,Mobile,8353,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/assets/dashboard.css
W_81,2019-08-19 01:35:39,linux,IE,5848,Shoes,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/profile.json
W_21,2019-08-19 01:36:28,Mac,Safari,677,Sports,https://static.ucshoppingcdn.com/content/card/logo.gif/0510-6654.gif
W_55,2019-08-19 01:36:41,win8,Mobile,4313,Fashion,https://static.ucshoppingcdn.com/content/site-messages/digital-ui/en/messages.json
W_15,2019-08-19 01:36:45,win8,Mobile,1583,Sports,https://static.ucshoppingcdn.com/content/card/logo.gif/0459-1868.gif
W_69,2019-08-19 01:37:24,win7,Safari,5967,Accessories,https://x.bidswitch.net/syncd
R_27,2019-08-19 01:37:34,win7,Chrome,2168,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
W_19,2019-08-19 01:37:35,xp,Safari,3021,Accessories,https://static.ucshoppingcdn.com/content/dam/cpo-static/images/ucshopping-octogon-black.png
W_68,2019-08-19 01:37:42,Mac,IE,5397,Shoes,https://rf15.ucshopping.com/activity
W_95,2019-08-19 01:37:48,win7,Chrome,1470,Sports,https://rf15.ucshopping.com/meta
W_87,2019-08-19 01:38:16,win7,Safari,6166,Fashion,https://www.ucshopping.com/apps/services/tags/https/www.ucshopping.com/
W_70,2019-08-19 01:38:19,Mac,Firefox,2025,Sports,https://ad.doubleclick.net/activity;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=495467994
W_35,2019-08-19 01:38:32,win7,Chrome,1395,Sports,https://rf15.ucshopping.com/activity
W_18,2019-08-19 01:38:32,linux,Mobile,3653,Fashion,https://ad.doubleclick.net/activity;src=2739079;type=ucshopping107;cat=inici575;ord=293336453
W_78,2019-08-19 01:39:12,win7,IE,3684,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop-small.jpg/videos/thumbnail/video-thumbnail-accounts-2560x1440.jpg
W_67,2019-08-19 01:39:19,win7,Chrome,4089,Fashion,https://www.ucshopping.com/apps/services/tagmanager/cpo/documents/accountDocuments/statementsAndInserts/accounts
W_87,2019-08-19 01:39:21,xp,Chrome,1129,Shoes,https://rf15.ucshopping.com/wsb/15629/poe/59242226
W_81,2019-08-19 01:39:21,Mac,Mobile,2425,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/convoDeck.json
W_99,2019-08-19 01:39:31,win7,Mobile,3072,Sports,https://rrc.rlcdn.com/452549.gif
S_97,2019-08-19 01:39:43,Mac,Mobile,6182,Shoes,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
W_15,2019-08-19 01:39:46,win7,Mobile,2319,Fashion,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop-small.jpg/videos/thumbnail/video-thumbnail-profile-2560x1440.jpg
S_47,2019-08-19 01:39:57,win7,IE,4836,Fashion,https://resources.ucshopping.com/commonui/javascripts/nisi/nisi.js
R_84,2019-08-19 01:40:50,win7,IE,3097,Shoes,https://analytics.twitter.com/i/adsct
R_35,2019-08-19 01:41:27,win7,IE,2639,Fashion,https://www.ucshopping.com/apps/services/tagmanager/cpo/markets/planningAndExpertise/request
R_71,2019-08-19 01:41:30,xp,Safari,2419,Shoes,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/convoDeck.json
W_45,2019-08-19 01:41:44,win7,IE,1267,Fashion,https://sites.ucshopping.com/services/creatives/private/native-dynamic-ads.json/content/Creatives/Private/NativeBanner/2017/CorpShared/49635_paperless_defaultnativebanner3559.json
W_85,2019-08-19 01:41:44,win7,Firefox,3009,Fashion,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3.css
W_74,2019-08-19 01:42:06,Mac,Firefox,1695,Fashion,https://rf15.ucshopping.com/meta
S_62,2019-08-19 01:42:16,win7,Mobile,2725,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=107095461
W_55,2019-08-19 01:42:52,win7,Safari,1219,Fashion,https://static.ucshoppingcdn.com/content/thought-leadership/digital-ui/en/categories.json/CCI/BAC.json
R_57,2019-08-19 01:43:04,win7,Firefox,4230,Fashion,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3.css
W_46,2019-08-19 01:43:23,win8,Safari,2122,Sports,https://rf15.ucshopping.com/cx
W_35,2019-08-19 01:43:23,win7,Opera,4826,Fashion,https://rf15.ucshopping.com/activity
R_71,2019-08-19 01:43:48,xp,IE,1992,Fashion,https://rf15.ucshopping.com/activity
